2micron	94	95	2
2micron	97	98	1
2micron	121	122	1
2micron	142	143	1
2micron	145	146	3
2micron	183	184	1
2micron	193	194	1
2micron	196	197	2
2micron	285	286	3
2micron	669	670	2
2micron	670	671	1
2micron	689	690	1
2micron	712	713	2
2micron	734	735	1
2micron	739	740	2
2micron	770	771	1
2micron	801	802	4
2micron	911	912	2
2micron	997	999	1
2micron	999	1000	13
2micron	1010	1011	3
2micron	1015	1017	3
2micron	1025	1026	1
2micron	1058	1059	2
2micron	1060	1061	1
2micron	1066	1067	2
2micron	1067	1068	4
chrI	2929	2930	1
chrI	11324	11325	1
chrI	14614	14615	1
chrI	15025	15026	2
chrI	33697	33698	1
chrI	33748	33749	1
chrI	37763	37764	1
chrI	41259	41260	1
chrI	41294	41295	1
chrI	43214	43215	3
chrI	43379	43380	3
chrI	44868	44869	1
chrI	46404	46405	1
chrI	48915	48916	3
chrI	49059	49060	2
chrI	52917	52918	1
chrI	66118	66119	1
chrI	66823	66824	4
chrI	66848	66849	2
chrI	66873	66874	2
chrI	66888	66889	1
chrI	80113	80114	2
chrI	81439	81440	1
chrI	82921	82922	1
chrI	90228	90229	2
chrI	105487	105488	3
chrI	106009	106010	1
chrI	106098	106099	2
chrI	116009	116010	3
chrI	116014	116015	2
chrI	116039	116040	2
chrI	116112	116113	2
chrI	116119	116120	2
chrI	116223	116224	1
chrI	121522	121523	1
chrI	121553	121554	1
chrI	123492	123493	1
chrI	127925	127926	1
chrI	127926	127927	2
chrI	130961	130962	1
chrI	133287	133288	1
chrI	133288	133289	3
chrI	133366	133367	1
chrI	135607	135608	3
chrI	138755	138756	1
chrI	155730	155731	2
chrI	168891	168892	2
chrI	176453	176454	1
chrI	177177	177178	1
chrI	178231	178232	3
chrI	178438	178439	1
chrI	180737	180738	2
chrI	184177	184178	1
chrI	185141	185142	2
chrI	186307	186308	2
chrI	193738	193739	1
chrI	223011	223012	2
chrI	229115	229116	2
chrI	229123	229124	1
chrII	12047	12048	4
chrII	13039	13040	1
chrII	18912	18913	1
chrII	20648	20649	3
chrII	29300	29301	2
chrII	37489	37490	4
chrII	37624	37625	1
chrII	40198	40199	2
chrII	40529	40530	1
chrII	43463	43464	2
chrII	43496	43497	2
chrII	47216	47217	3
chrII	48289	48290	1
chrII	49311	49312	1
chrII	51574	51575	3
chrII	58194	58195	1
chrII	58948	58949	1
chrII	58998	58999	1
chrII	64218	64219	1
chrII	64219	64220	5
chrII	64337	64338	2
chrII	66003	66004	1
chrII	66106	66107	2
chrII	69945	69946	3
chrII	70037	70038	2
chrII	75243	75244	1
chrII	78725	78726	1
chrII	79890	79891	1
chrII	86663	86664	1
chrII	86714	86715	4
chrII	88138	88139	2
chrII	88139	88140	1
chrII	96483	96484	1
chrII	98984	98985	1
chrII	102634	102635	1
chrII	105300	105301	4
chrII	109400	109401	1
chrII	110188	110189	2
chrII	111686	111687	1
chrII	111806	111807	1
chrII	116250	116251	2
chrII	118055	118056	1
chrII	119061	119062	3
chrII	137243	137244	1
chrII	139395	139396	2
chrII	139404	139405	1
chrII	140580	140581	1
chrII	143018	143019	1
chrII	143335	143336	3
chrII	143362	143363	1
chrII	145783	145784	2
chrII	146410	146411	2
chrII	146685	146686	2
chrII	149225	149226	2
chrII	149236	149237	1
chrII	153144	153145	2
chrII	156555	156556	3
chrII	174404	174405	1
chrII	207628	207629	1
chrII	207629	207630	2
chrII	231924	231926	1
chrII	232087	232088	4
chrII	232088	232089	1
chrII	232552	232553	1
chrII	241578	241579	1
chrII	241926	241927	1
chrII	250319	250320	3
chrII	258101	258102	1
chrII	258183	258184	1
chrII	270484	270485	1
chrII	270489	270490	1
chrII	270493	270494	2
chrII	276218	276219	1
chrII	276220	276221	1
chrII	293928	293929	1
chrII	294452	294453	1
chrII	298817	298818	1
chrII	298831	298832	1
chrII	299131	299132	2
chrII	300058	300059	1
chrII	304065	304066	2
chrII	304069	304070	1
chrII	304115	304116	1
chrII	304168	304169	4
chrII	313662	313663	3
chrII	315795	315796	2
chrII	320407	320408	1
chrII	322711	322712	4
chrII	324242	324243	2
chrII	335622	335623	1
chrII	347556	347557	1
chrII	347632	347633	1
chrII	349648	349649	1
chrII	354320	354321	1
chrII	354321	354322	3
chrII	354350	354351	1
chrII	354355	354356	3
chrII	383430	383431	2
chrII	384131	384132	1
chrII	391695	391696	2
chrII	401422	401423	1
chrII	411598	411599	1
chrII	411613	411614	1
chrII	412660	412661	1
